spot_number,x_location,y_location,z_location,row,col
679,743.9313544924406,5655.179148164148,16.30836308315335,56.0,7.0
680,768.3245974712644,5749.533799233716,16.25180160153257,57.0,7.0
681,777.7991930705394,5858.922131950208,17.82499110373444,58.0,7.0
682,784.7693506493506,5939.794063636364,16.084654603896105,59.0,7.0
683,762.488394,6051.153877142857,13.87240312857143,60.0,7.0
684,758.2835448,6140.829904,13.97890304,61.0,7.0
685,750.5151404347826,6256.138126086956,14.27036,62.0,7.0
686,760.6368435897435,6350.02801025641,14.121214987179487,63.0,7.0
687,776.98321,6442.471607894737,14.116720447368422,64.0,7.0
688,736.6175129629629,6531.855827777778,15.62084998148148,65.0,7.0
689,760.8695315,6653.652529999999,14.214213775,66.0,7.0
690,754.9970561290322,6750.236990322581,14.132486467741936,67.0,7.0
691,751.8666675000001,6860.590028571429,14.098977089285714,68.0,7.0
692,763.4044005,6949.336395,14.153115224999999,69.0,7.0
693,735.1876757142857,7033.142657142857,14.186861714285714,70.0,7.0
721,855.43263,964.945657368421,12.346472289473684,9.0,8.0
722,851.3956225714286,1053.806164,12.2114109,10.0,8.0
723,874.0374455555556,1177.5276694444444,13.102728180555555,11.0,8.0
724,854.5564289921807,1250.2855962641183,13.918460334491746,12.0,8.0
725,846.4614282214765,1346.462588590604,13.183966748322147,13.0,8.0
726,852.4060203309693,1465.6468843971631,13.909884426713948,14.0,8.0
727,853.6487489768575,1562.807549451888,13.548959730816078,15.0,8.0
728,840.9858977195122,1651.4414624390242,14.317745562195121,16.0,8.0
729,840.2857087605635,1749.1264612676057,13.344363222535211,17.0,8.0
730,857.9600671538462,1849.348455128205,13.735746638461539,18.0,8.0
731,838.6687480886427,1966.4068614958449,14.528811506925207,19.0,8.0
732,841.1427672222222,2051.7772138888886,13.813971791666667,20.0,8.0
733,869.9757190710382,2177.124660837887,16.4192305,21.0,8.0
734,851.1121254939108,2245.159446549391,15.430635048714478,22.0,8.0
735,853.8737060663507,2335.0022472037917,15.931918859715639,23.0,8.0
736,853.6718676953125,2454.47796015625,14.63503064453125,24.0,8.0
737,836.0999693269231,2557.819847596154,15.538063300480768,25.0,8.0
738,848.531304028103,2674.163599297424,15.51509900117096,26.0,8.0
739,866.0863432655826,2763.039351490515,15.643750941056911,27.0,8.0
740,863.6244152403467,2861.1585566587864,15.768360327423167,28.0,8.0
741,881.133606498994,2961.381914553991,15.174007611334675,29.0,8.0
742,876.4204471440432,3051.9012105853053,15.837646242839352,30.0,8.0
743,834.3430451253482,3163.9645803621174,15.602684711002786,31.0,8.0
744,833.9564263426689,3247.3490848434926,15.877087212520594,32.0,8.0
745,881.4190405498721,3365.5220997442457,15.44275206393862,33.0,8.0
746,860.1591967096774,3443.860479139785,15.852832094623656,34.0,8.0
747,835.078891939394,3560.375127878788,15.936259242424242,35.0,8.0
748,854.6469074788903,3667.5799928829915,16.089734272617612,36.0,8.0
749,829.3124711850312,3769.5946924116424,15.617869131496882,37.0,8.0
750,842.4577578601875,3851.277799062234,15.925664339300939,38.0,8.0
751,837.9214608477723,3961.508094492574,16.006394182549503,39.0,8.0
752,851.2817771744471,4044.0949999385753,16.157065392506144,40.0,8.0
753,863.8303337078651,4153.965115730337,16.219829140449438,41.0,8.0
754,843.0815616894978,4264.987657534247,16.462833246575343,42.0,8.0
755,826.5866761490684,4348.63431552795,16.489439440993788,43.0,8.0
756,851.8097733653847,4480.844368269231,17.549511942307692,44.0,8.0
757,855.9827765961945,4554.059590909091,16.625374067653276,45.0,8.0
758,862.3719570606062,4683.5401839393935,16.27368866818182,46.0,8.0
759,860.6121328729282,4765.965147237569,17.140116700276245,47.0,8.0
760,876.6519464343164,4873.949253172475,16.49831837578195,48.0,8.0
761,859.5150067506886,4956.20929506887,16.314087843801655,49.0,8.0
762,857.1302726761935,5046.018599350438,16.344686453231567,50.0,8.0
763,841.9963722072937,5160.398154894434,16.496219031989764,51.0,8.0
764,847.2830748594378,5239.462132128514,16.609060987282465,52.0,8.0
765,862.1776428584996,5349.184490123457,16.895095632478633,53.0,8.0
766,864.1366144918032,5449.752524590163,17.04742739234973,54.0,8.0
767,857.2191796703296,5557.613965714286,17.184730382417584,55.0,8.0
768,831.5268373510772,5647.0943648922685,16.80708206590621,56.0,8.0
769,865.9829901891891,5768.278627567567,16.929974274324326,57.0,8.0
770,857.44409512958,5847.9668453976765,16.71649709517426,58.0,8.0
771,851.2519947808764,5966.090406772909,18.770357904382468,59.0,8.0
772,874.8075075609756,6040.561506504066,17.33460156504065,60.0,8.0
773,855.3198133333333,6154.752077777777,14.15201825925926,61.0,8.0
774,850.7243377142858,6265.94508,14.35950852857143,62.0,8.0
775,856.4860616666667,6352.05945,14.281317194444446,63.0,8.0
776,853.1735494594595,6460.087027027027,14.235767040540539,64.0,8.0
777,853.04856875,6552.999834375,14.253981578125,65.0,8.0
778,856.9403119354838,6649.102745161291,14.25954870967742,66.0,8.0
779,856.2340225925925,6754.876244444445,14.30378925925926,67.0,8.0
780,845.3109447826088,6858.481134782609,14.22843808695652,68.0,8.0
781,845.6599841666666,6952.982570833334,14.324460583333334,69.0,8.0
782,856.2023628571429,7035.684364285714,14.388437892857143,70.0,8.0
810,953.6235934615385,970.018236923077,12.432842019230769,9.0,9.0
811,956.9861306060607,1061.0968215151515,12.424008924242425,10.0,9.0
812,953.8243386659066,1185.1474124287342,14.727508347776512,11.0,9.0
813,963.4047390406505,1261.6087042276422,13.215494997560976,12.0,9.0
814,966.7006008156028,1349.3305576241135,13.760022417553191,13.0,9.0
815,945.5610803594352,1448.0512934531453,13.959560993581515,14.0,9.0
816,944.8950728185906,1551.7859215892054,13.586794271364317,15.0,9.0
817,936.4284937681159,1649.3228617391303,13.336944246376811,16.0,9.0
818,949.5720420041323,1752.0089369834711,13.868217556818182,17.0,9.0
819,969.540584248927,1848.25977639485,14.167962948497856,18.0,9.0
820,954.9240317346939,1953.5690280612246,14.362189482142858,19.0,9.0
821,971.46940208,2070.4909656,14.894873292,20.0,9.0
822,964.4551081287045,2170.5093151566466,15.680292396274343,21.0,9.0
823,966.5644496774194,2263.4167071528755,15.265278635343618,22.0,9.0
824,930.5713652119701,2345.121697755611,15.340097243142145,23.0,9.0
825,941.5580440594059,2472.689523762376,14.475012613861388,24.0,9.0
826,951.7736717114915,2563.480365770171,15.723616237163814,25.0,9.0
827,950.8371707714703,2660.253815720524,15.750589302765647,26.0,9.0
828,944.7397555545112,2758.987277161654,16.460088690789473,27.0,9.0
829,949.2124233183857,2845.683264424514,15.445347761584456,28.0,9.0
830,931.2841049230768,2954.4375404395605,15.512800545054946,29.0,9.0
831,940.3532135257732,3055.582684742268,16.08542720412371,30.0,9.0
832,956.3298987791741,3157.144426032316,16.354479469479354,31.0,9.0
833,951.3231118041238,3266.7536773195875,15.846196020618558,32.0,9.0
834,924.370358671548,3362.7222039748954,15.601164161087867,33.0,9.0
835,936.0187504716981,3429.2600264150947,16.132601061320756,34.0,9.0
836,976.79128989418,3577.0694291005293,16.050033145502645,35.0,9.0
837,951.6363814669927,3657.5178009779947,16.565037466992663,36.0,9.0
838,973.9544682959641,3750.6721206278025,16.187631239910313,37.0,9.0
839,957.8189403910615,3854.140451396648,16.27326413687151,38.0,9.0
840,972.4892562499999,3963.167984375,16.5087662359375,39.0,9.0
841,971.3403608503936,4069.9418511811023,16.35554127086614,40.0,9.0
842,975.7655629104478,4131.433429104478,17.637248537313436,41.0,9.0
843,965.595643015873,4243.015309523809,16.79849876984127,42.0,9.0
844,927.1433948958334,4359.121252083333,16.847038822916666,43.0,9.0
845,957.8702814705882,4457.309455392157,17.237924259803922,44.0,9.0
846,931.5516645049505,4567.25408019802,17.00729116089109,45.0,9.0
847,932.6987617377049,4635.8111963934425,16.65662248032787,46.0,9.0
848,946.2633820294709,4775.481561219022,16.975910472203616,47.0,9.0
849,933.2723665179856,4854.865099040767,16.74047844316547,48.0,9.0
850,935.2623270487364,4949.82389431408,16.42706380370036,49.0,9.0
851,947.598383307725,5058.963191207853,16.641594991463933,50.0,9.0
852,957.4788515993511,5158.367793738848,16.6722394351176,51.0,9.0
853,964.2207926833355,5248.8254090217815,16.722959695514888,52.0,9.0
854,948.1045014195583,5344.314236514196,16.79117627878549,53.0,9.0
855,964.0743793321918,5444.276777054794,16.863069318921234,54.0,9.0
856,951.8138968813558,5556.367185084746,16.981985825423727,55.0,9.0
857,966.3108385969738,5667.185956671252,16.905223616918843,56.0,9.0
858,969.7153698301486,5745.343400106157,16.98957080626327,57.0,9.0
859,949.8475603971632,5856.287711914893,16.884045516312057,58.0,9.0
860,965.3895980532786,5960.215504303279,16.78253299180328,59.0,9.0
861,959.089359232614,6061.62922733813,16.998171752997603,60.0,9.0
862,970.499235027933,6127.490138547486,16.689465776536313,61.0,9.0
863,953.6013909756098,6256.805970731707,14.45380637804878,62.0,9.0
864,944.1331977777778,6363.3342370370365,14.424340277777778,63.0,9.0
