6.613390922546386719e+00,1.026879191398620605e+00,-1.541567087173461914e+00
5.704789161682128906e+00,-1.375018835067749023e+00,7.925325036048889160e-01
5.865069389343261719e+00,-4.789114892482757568e-01,8.801486343145370483e-03
6.106457233428955078e+00,-6.805197000503540039e-01,-1.454761862754821777e+00
5.987976551055908203e+00,-1.561297178268432617e+00,-1.854088306427001953e+00
4.678603649139404297e+00,9.348976016044616699e-01,-1.595897793769836426e+00
6.097827434539794922e+00,1.424140810966491699e+00,9.205548763275146484e-01
6.018903732299804688e+00,-7.299566268920898438e-01,6.267298460006713867e-01
5.672651290893554688e+00,-3.835492134094238281e+00,6.879053115844726562e-01
5.980354309082031250e+00,3.736966522410511971e-03,-1.008038640022277832e+00
5.105813980102539062e+00,-5.313748121261596680e-01,-5.320962071418762207e-01
4.914033412933349609e+00,5.792028903961181641e-01,-3.898787796497344971e-01
7.447842597961425781e+00,5.060010775923728943e-02,3.769010603427886963e-01
5.961376667022705078e+00,-8.111503124237060547e-01,-2.584689378738403320e+00
5.723862648010253906e+00,-9.002999663352966309e-01,-3.240993618965148926e-01
6.520468711853027344e+00,-9.870073795318603516e-01,1.043021321296691895e+00
7.580262660980224609e+00,-1.919760346412658691e+00,7.465273737907409668e-01
2.976524353027343750e+00,1.842843651771545410e+00,-1.395698666572570801e+00
-1.108835339546203613e+00,3.633156538009643555e+00,-1.862404346466064453e+00
-4.703471660614013672e+00,4.880809783935546875e+00,-3.847641229629516602e+00
-3.833816766738891602e+00,5.276685714721679688e+00,-2.787653207778930664e+00
-2.336135387420654297e+00,7.765147209167480469e+00,-2.205627679824829102e+00
-3.267989397048950195e+00,5.643033504486083984e+00,-2.516181945800781250e+00
-3.959288120269775391e+00,4.178155899047851562e+00,2.730736434459686279e-01
-4.023056030273437500e+00,4.647992610931396484e+00,1.437600731849670410e+00
-2.753467321395874023e+00,4.758563518524169922e+00,2.185709714889526367e+00
-2.853780746459960938e+00,4.374233245849609375e+00,1.536759138107299805e+00
-3.931674003601074219e+00,2.305934667587280273e+00,3.042775630950927734e+00
-3.299010276794433594e+00,5.846458673477172852e-01,1.012124180793762207e+00
-4.086018085479736328e+00,-3.484684944152832031e+00,-5.492210388183593750e-01
-4.296261787414550781e+00,-5.881195664405822754e-01,-6.592476963996887207e-01
-2.981474161148071289e+00,-1.175406932830810547e+00,1.205646470189094543e-01
4.832301139831542969e-01,4.239020347595214844e-01,1.271547794342041016e+00
4.376669406890869141e+00,-9.387382268905639648e-01,2.444962024688720703e+00
3.072907209396362305e+00,-2.320499420166015625e-01,8.361039161682128906e-01
1.105046570301055908e-01,-5.170583724975585938e+00,-8.888190984725952148e-01
2.365501165390014648e+00,7.147234082221984863e-01,7.063673138618469238e-01
4.998968601226806641e+00,-1.701175451278686523e+00,6.760502457618713379e-01
3.627459764480590820e+00,-5.761401355266571045e-02,1.665340542793273926e+00
3.861293792724609375e+00,-1.527761936187744141e+00,3.938849866390228271e-01
4.133626461029052734e+00,-1.104910969734191895e+00,1.415204763412475586e+00
2.880889415740966797e+00,-4.818455278873443604e-01,2.343045711517333984e+00
4.058600902557373047e+00,2.932797670364379883e-01,1.625228822231292725e-01
2.053862571716308594e+00,8.021241985261440277e-03,3.545831203460693359e+00
3.604000329971313477e+00,3.709006309509277344e-01,1.678711056709289551e+00
3.745949506759643555e+00,-1.137073159217834473e+00,1.181983709335327148e+00
2.818238258361816406e+00,-2.181351661682128906e+00,4.753101468086242676e-01
1.696236729621887207e+00,2.297233790159225464e-01,1.271824955940246582e+00
3.471593618392944336e+00,-8.619562387466430664e-01,-6.187157034873962402e-01
4.674828052520751953e+00,1.046715021133422852e+00,1.310411810874938965e+00
3.938171148300170898e+00,2.252948522567749023e+00,-2.000925779342651367e+00
6.851630687713623047e+00,-1.340309083461761475e-01,-8.591538667678833008e-02
6.620410442352294922e+00,3.574792444705963135e-01,-2.710530996322631836e+00
5.113770961761474609e+00,5.815390944480895996e-01,-9.163292050361633301e-01
6.864513397216796875e+00,4.053577780723571777e-01,-1.050971746444702148e+00
5.911269664764404297e+00,-4.018963314592838287e-03,-2.528019428253173828e+00
5.129152774810791016e+00,1.088609695434570312e+00,5.273349881172180176e-01
5.654565811157226562e+00,-6.376234292984008789e-01,-1.141499638557434082e+00
5.608695507049560547e+00,1.976298570632934570e+00,-1.752007961273193359e+00
3.861870527267456055e+00,5.590638518333435059e-01,-8.189376592636108398e-01
5.016660213470458984e+00,-7.776980400085449219e-01,2.276473283767700195e+00
5.221126556396484375e+00,-5.561303496360778809e-01,-1.271750450134277344e+00
2.921994686126708984e+00,3.582997247576713562e-02,-1.029914259910583496e+00
4.269425868988037109e+00,-6.106955409049987793e-01,-2.509459853172302246e-01
4.770905971527099609e+00,4.051153659820556641e-01,5.683077573776245117e-01
6.751496315002441406e+00,-7.367851138114929199e-01,2.379088848829269409e-01
4.630963325500488281e+00,1.424252629280090332e+00,-8.799250721931457520e-01
6.751062870025634766e+00,8.508768677711486816e-01,3.091450631618499756e-01
-9.589390158653259277e-01,4.561379909515380859e+00,-2.764558315277099609e+00
-2.116035223007202148e+00,4.681012153625488281e+00,-3.242716789245605469e+00
-3.648371934890747070e+00,5.026494026184082031e+00,-2.577248334884643555e+00
-2.044690608978271484e+00,4.474090576171875000e+00,-7.898945808410644531e-01
-3.079421043395996094e+00,5.111459255218505859e+00,-4.742373943328857422e+00
-2.916453123092651367e+00,7.398746013641357422e+00,-1.810303807258605957e+00
-3.810523986816406250e+00,4.225692272186279297e+00,1.128567576408386230e+00
-3.718969821929931641e+00,5.523343086242675781e+00,2.639771461486816406e+00
-5.922617912292480469e+00,6.391343116760253906e+00,4.894471645355224609e+00
-2.824685573577880859e+00,3.678414344787597656e+00,4.625188112258911133e-01
-3.961247682571411133e+00,6.196366548538208008e-01,1.535662055015563965e+00
-5.015790939331054688e+00,-1.936626672744750977e+00,1.225902959704399109e-01
-3.243813753128051758e+00,3.827721178531646729e-01,7.934478521347045898e-01
-3.321115732192993164e+00,6.234686970710754395e-01,-4.623659849166870117e-01
1.527052521705627441e+00,3.229058384895324707e-01,2.977610111236572266e+00
3.324429750442504883e+00,5.677223205566406250e-01,2.487637042999267578e+00
1.733873367309570312e+00,-1.198011279106140137e+00,-2.373928725719451904e-01
3.792446136474609375e+00,1.811426281929016113e-01,3.006979227066040039e+00
2.842698574066162109e+00,-4.614425823092460632e-02,1.399261236190795898e+00
4.180771350860595703e+00,-9.089104533195495605e-01,5.287598967552185059e-01
3.716709136962890625e+00,-1.308643102645874023e+00,5.579709410667419434e-01
3.221096038818359375e+00,7.579060196876525879e-01,1.088794112205505371e+00
2.826744079589843750e+00,-1.618022441864013672e+00,-1.500731587409973145e+00
3.705389499664306641e+00,1.599579304456710815e-01,-9.497849345207214355e-01
1.778002619743347168e+00,-8.326446413993835449e-01,5.540984869003295898e-01
5.739834308624267578e+00,1.501827836036682129e+00,1.682288885116577148e+00
3.764793634414672852e+00,2.878681719303131104e-01,2.033339500427246094e+00
2.833530902862548828e+00,-1.331427097320556641e+00,2.150377035140991211e+00
3.370894908905029297e+00,7.754330039024353027e-01,5.813156962394714355e-01
1.993288993835449219e+00,-1.126809954643249512e+00,2.020105600357055664e+00
2.663388490676879883e+00,1.560053706169128418e+00,1.219061017036437988e+00
3.502182483673095703e+00,2.598656527698040009e-02,2.895521402359008789e+00
6.413294315338134766e+00,1.028423607349395752e-01,2.079607397317886353e-01
6.014694213867187500e+00,-7.251827120780944824e-01,-3.156848847866058350e-01
4.937039852142333984e+00,1.435653448104858398e+00,-3.130676031112670898e+00
8.129055023193359375e+00,-1.454422026872634888e-01,1.670697778463363647e-01
7.624320030212402344e+00,-7.626905441284179688e-01,-1.836922764778137207e+00
